year,point,protocol,species,count
2019,Caesarea Far Shifting 1,trail,S.s,1
2019,Caesarea Far Shifting 2,scan,A.b,3
2019,Caesarea Far Shifting 2,scan,C.s,1
2019,Caesarea Far Shifting 2,scan,C.c,1
2019,Caesarea Far Shifting 2,scan,D.p,1
2019,Caesarea Far Shifting 2,trail,C.o,1
2019,Caesarea Far Shifting 2,trail,S.s,1
2019,Caesarea Far Shifting 3,scan,A.b,1
2019,Caesarea Far Shifting 3,scan,D.p,1
2019,Caesarea Far Shifting 3,scan,E.j,1
2019,Caesarea Far Shifting 3,trail,C.o,1
2019,Caesarea Far Shifting 3,trail,C.s,1
2019,Caesarea Far Shifting 3,trail,S.s,1
2019,Caesarea Near Semi-Shifting 1,scan,A.b,3
2019,Caesarea Near Semi-Shifting 1,scan,D.p,1
2019,Caesarea Near Semi-Shifting 1,trail,C.o,1
2019,Caesarea Near Semi-Shifting 1,trail,C.s,1
2019,Caesarea Near Semi-Shifting 1,trail,S.s,1
2019,Caesarea Near Semi-Shifting 2,scan,A.b,1
2019,Caesarea Near Semi-Shifting 2,trail,C.o,1
2019,Caesarea Near Semi-Shifting 2,trail,C.s,1
2019,Caesarea Near Semi-Shifting 2,trail,S.s,1
2019,Caesarea Near Semi-Shifting 2,trap,C.o,1
2019,Zikim Far Semi-Shifting 1,scan,A.s,5
2019,Zikim Far Semi-Shifting 1,scan,L.v,1
2019,Zikim Far Semi-Shifting 1,scan,S.d,1
2019,Zikim Far Semi-Shifting 1,trail,C.s,1
2019,Zikim Far Semi-Shifting 1,trail,S.s,1
2019,Zikim Far Semi-Shifting 1,trap,C.s,1
2019,Zikim Far Semi-Shifting 2,scan,A.s,3
2019,Zikim Far Semi-Shifting 2,scan,L.d,1
2019,Zikim Far Semi-Shifting 2,scan,P.s,1
2019,Zikim Far Semi-Shifting 2,trail,C.s,1
2019,Zikim Far Semi-Shifting 2,trail,S.s,1
2019,Zikim Far Semi-Shifting 3,scan,A.s,11
2019,Zikim Far Semi-Shifting 3,scan,P.s,1
2019,Zikim Far Semi-Shifting 3,trail,C.o,1
2019,Zikim Far Semi-Shifting 3,trail,C.s,1
2019,Zikim Far Semi-Shifting 3,trail,S.s,1
2019,Zikim Far Shifting 1,scan,A.s,4
2019,Zikim Far Shifting 1,scan,M.c,1
2019,Zikim Far Shifting 1,scan,S.d,1
2019,Zikim Far Shifting 1,trail,C.s,1
2019,Zikim Far Shifting 1,trail,S.s,1
2019,Zikim Far Shifting 2,scan,A.s,10
2019,Zikim Far Shifting 2,scan,P.s,1
2019,Zikim Far Shifting 2,trail,C.s,1
2019,Zikim Far Shifting 2,trail,S.s,1
2019,Zikim Far Shifting 3,scan,A.s,8
2019,Zikim Far Shifting 3,scan,D.p,1
2019,Zikim Far Shifting 3,scan,T.g,1
2019,Zikim Far Shifting 3,trail,C.s,1
2019,Zikim Far Shifting 3,trail,L.d,1
2019,Zikim Far Shifting 3,trail,S.s,1
2019,Zikim Far Shifting 3,trap,A.s,1
2019,Zikim Near Semi-Shifting 1,scan,A.s,2
2019,Zikim Near Semi-Shifting 1,scan,D.p,1
2019,Zikim Near Semi-Shifting 1,scan,P.s,1
2019,Zikim Near Semi-Shifting 1,trail,A.s,1
2019,Zikim Near Semi-Shifting 1,trail,C.s,1
2019,Zikim Near Semi-Shifting 1,trail,S.s,1
2019,Zikim Near Semi-Shifting 2,trail,A.s,1
2019,Zikim Near Semi-Shifting 2,trail,C.o,1
2019,Zikim Near Semi-Shifting 2,trail,C.s,1
2019,Zikim Near Semi-Shifting 3,scan,A.s,2
2019,Zikim Near Semi-Shifting 3,scan,C.o,1
2019,Zikim Near Semi-Shifting 3,scan,L.v,1
2019,Zikim Near Semi-Shifting 3,scan,P.s,1
2019,Zikim Near Semi-Shifting 3,scan,S.d,1
2019,Zikim Near Semi-Shifting 3,trail,C.s,1
2019,Zikim Near Semi-Shifting 3,trail,P.s,1
2019,Zikim Near Semi-Shifting 3,trail,S.s,1
2021,Ashdod Far Semi-Shifting 1,scan,A.s,4
2021,Ashdod Far Semi-Shifting 1,scan,S.d,1
2021,Ashdod Far Semi-Shifting 1,trail,C.s,1
2021,Ashdod Far Semi-Shifting 1,trail,S.d,1
2021,Ashdod Far Semi-Shifting 1,trail,S.s,1
2021,Ashdod Far Semi-Shifting 1,trap,C.s,1
2021,Ashdod Far Semi-Shifting 1,trap,S.s,1
2021,Ashdod Far Semi-Shifting 2,scan,A.s,1
2021,Ashdod Far Semi-Shifting 2,trail,C.s,1
2021,Ashdod Far Semi-Shifting 2,trail,S.s,1
2021,Ashdod Far Semi-Shifting 2,trap,M.o,1
2021,Ashdod Far Semi-Shifting 3,scan,A.s,2
2021,Ashdod Far Semi-Shifting 3,scan,L.d,1
2021,Ashdod Far Semi-Shifting 3,scan,P.s,1
2021,Ashdod Far Semi-Shifting 3,trail,C.o,1
2021,Ashdod Far Semi-Shifting 3,trail,C.s,1
2021,Ashdod Far Semi-Shifting 3,trail,S.d,1
2021,Ashdod Far Semi-Shifting 3,trail,S.s,1
2021,Ashdod Far Shifting 1,scan,A.s,1
2021,Ashdod Far Shifting 1,scan,P.s,1
2021,Ashdod Far Shifting 1,scan,S.d,1
2021,Ashdod Far Shifting 1,trail,C.s,1
2021,Ashdod Far Shifting 1,trail,S.s,1
2021,Ashdod Far Shifting 2,scan,A.s,1
2021,Ashdod Far Shifting 2,trail,C.s,1
2021,Ashdod Far Shifting 2,trail,M.o,1
2021,Ashdod Far Shifting 2,trail,S.s,1
2021,Ashdod Far Shifting 2,trap,M.o,1
2021,Ashdod Far Shifting 3,scan,A.s,4
2021,Ashdod Far Shifting 3,trail,C.s,1
2021,Ashdod Far Shifting 3,trail,S.d,1
2021,Ashdod Far Shifting 3,trail,S.s,1
2021,Ashdod Near Semi-Shifting 1,trail,C.o,1
2021,Ashdod Near Semi-Shifting 1,trail,C.s,1
2021,Ashdod Near Semi-Shifting 1,trail,S.d,1
2021,Ashdod Near Semi-Shifting 1,trail,S.s,1
2021,Ashdod Near Semi-Shifting 1,trap,S.s,1
2021,Ashdod Near Semi-Shifting 2,scan,S.d,1
2021,Ashdod Near Semi-Shifting 2,trail,C.s,1
2021,Ashdod Near Semi-Shifting 2,trail,D.p,1
2021,Ashdod Near Semi-Shifting 2,trail,S.s,1
2021,Ashdod Near Semi-Shifting 2,trap,S.s,1
2021,Ashdod Near Semi-Shifting 3,scan,A.b,1
2021,Ashdod Near Semi-Shifting 3,scan,A.s,3
2021,Ashdod Near Semi-Shifting 3,scan,L.d,1
2021,Ashdod Near Semi-Shifting 3,trail,C.s,1
2021,Ashdod Near Semi-Shifting 3,trail,D.p,1
2021,Ashdod Near Semi-Shifting 3,trail,S.d,1
2021,Ashdod Near Semi-Shifting 3,trail,S.s,1
2021,Ashkelon Far Semi-Shifting 1,scan,A.s,3
2021,Ashkelon Far Semi-Shifting 1,scan,L.d,1
2021,Ashkelon Far Semi-Shifting 1,scan,P.s,1
2021,Ashkelon Far Semi-Shifting 1,trail,C.o,1
2021,Ashkelon Far Semi-Shifting 1,trail,C.s,1
2021,Ashkelon Far Semi-Shifting 1,trail,S.s,1
2021,Ashkelon Far Semi-Shifting 2,scan,A.s,2
2021,Ashkelon Far Semi-Shifting 2,scan,L.d,1
2021,Ashkelon Far Semi-Shifting 2,trail,C.o,1
2021,Ashkelon Far Semi-Shifting 2,trail,C.s,1
2021,Ashkelon Far Semi-Shifting 2,trail,S.s,1
2021,Ashkelon Far Semi-Shifting 3,scan,A.s,2
2021,Ashkelon Far Semi-Shifting 3,scan,S.d,1
2021,Ashkelon Far Semi-Shifting 3,trail,C.o,1
2021,Ashkelon Far Semi-Shifting 3,trail,C.s,1
2021,Ashkelon Far Semi-Shifting 3,trail,L.d,1
2021,Ashkelon Far Semi-Shifting 3,trail,S.s,1
2021,Ashkelon Far Semi-Shifting 3,trap,M.o,1
2021,Ashkelon Far Shifting 1,scan,A.s,3
2021,Ashkelon Far Shifting 1,scan,C.o,1
2021,Ashkelon Far Shifting 1,scan,L.d,1
2021,Ashkelon Far Shifting 1,scan,S.d,1
2021,Ashkelon Far Shifting 1,trail,C.o,1
2021,Ashkelon Far Shifting 1,trail,C.s,1
2021,Ashkelon Far Shifting 1,trail,D.p,1
2021,Ashkelon Far Shifting 1,trail,S.s,1
2021,Ashkelon Far Shifting 2,scan,A.s,1
2021,Ashkelon Far Shifting 2,trail,C.o,1
2021,Ashkelon Far Shifting 2,trail,C.s,1
2021,Ashkelon Far Shifting 2,trail,S.s,1
2021,Ashkelon Far Shifting 2,trap,A.s,2
2021,Ashkelon Far Shifting 3,scan,A.b,1
2021,Ashkelon Far Shifting 3,scan,A.s,2
2021,Ashkelon Far Shifting 3,scan,L.d,1
2021,Ashkelon Far Shifting 3,trail,C.o,1
2021,Ashkelon Far Shifting 3,trail,C.s,1
2021,Ashkelon Far Shifting 3,trail,D.p,1
2021,Ashkelon Far Shifting 3,trail,P.s,1
2021,Ashkelon Far Shifting 3,trail,S.s,1
2021,Ashkelon Far Shifting 3,trail,T.g,1
2021,Ashkelon Near Semi-Shifting 1,scan,A.s,2
2021,Ashkelon Near Semi-Shifting 1,scan,L.d,1
2021,Ashkelon Near Semi-Shifting 1,scan,M.i,1
2021,Ashkelon Near Semi-Shifting 1,scan,S.d,1
2021,Ashkelon Near Semi-Shifting 1,trail,C.o,1
2021,Ashkelon Near Semi-Shifting 1,trail,C.s,1
2021,Ashkelon Near Semi-Shifting 1,trail,P.s,1
2021,Ashkelon Near Semi-Shifting 1,trail,S.s,1
2021,Ashkelon Near Semi-Shifting 2,trail,C.s,1
2021,Ashkelon Near Semi-Shifting 2,trail,S.s,1
2021,Ashkelon Near Semi-Shifting 2,trap,C.s,1
2021,Ashkelon Near Semi-Shifting 3,scan,P.s,1
2021,Ashkelon Near Semi-Shifting 3,trail,C.o,1
2021,Ashkelon Near Semi-Shifting 3,trail,C.s,1
2021,Ashkelon Near Semi-Shifting 3,trail,D.p,1
2021,Ashkelon Near Semi-Shifting 3,trail,S.d,1
2021,Ashkelon Near Semi-Shifting 3,trail,S.s,1
2021,Caesarea Far Semi-Shifting 1,scan,A.b,2
2021,Caesarea Far Semi-Shifting 1,scan,C.s,1
2021,Caesarea Far Semi-Shifting 1,trail,S.s,1
2021,Caesarea Far Semi-Shifting 2,scan,A.b,1
2021,Caesarea Far Semi-Shifting 2,scan,P.s,1
2021,Caesarea Far Semi-Shifting 2,trail,C.s,1
2021,Caesarea Far Semi-Shifting 2,trail,S.s,1
2021,Caesarea Far Semi-Shifting 2,trap,A.b,1
2021,Caesarea Far Semi-Shifting 3,scan,A.b,1
2021,Caesarea Far Semi-Shifting 3,trail,S.s,1
2021,Caesarea Far Shifting 1,scan,A.b,1
2021,Caesarea Far Shifting 1,trail,P.s,1
2021,Caesarea Far Shifting 1,trail,S.s,1
2021,Caesarea Far Shifting 2,scan,A.b,1
2021,Caesarea Far Shifting 2,scan,C.s,1
2021,Caesarea Far Shifting 2,scan,T.g,1
2021,Caesarea Far Shifting 2,trail,S.s,1
2021,Caesarea Far Shifting 3,scan,A.b,1
2021,Caesarea Far Shifting 3,scan,C.s,1
2021,Caesarea Far Shifting 3,scan,D.p,1
2021,Caesarea Far Shifting 3,trail,S.s,1
2021,Caesarea Near Semi-Shifting 1,scan,A.b,2
2021,Caesarea Near Semi-Shifting 1,scan,T.g,1
2021,Caesarea Near Semi-Shifting 1,trail,C.s,1
2021,Caesarea Near Semi-Shifting 1,trail,S.s,1
2021,Caesarea Near Semi-Shifting 2,scan,A.b,1
2021,Caesarea Near Semi-Shifting 2,trail,D.p,1
2021,Caesarea Near Semi-Shifting 2,trail,S.s,1
2021,Caesarea Near Semi-Shifting 3,scan,A.b,5
2021,Caesarea Near Semi-Shifting 3,scan,M.i,1
2021,Caesarea Near Semi-Shifting 3,trail,C.o,1
2021,Caesarea Near Semi-Shifting 3,trail,C.s,1
2021,Caesarea Near Semi-Shifting 3,trail,S.s,1
2021,Zikim Far Semi-Shifting 1,trail,C.s,1
2021,Zikim Far Semi-Shifting 1,trail,M.c,1
2021,Zikim Far Semi-Shifting 1,trail,S.s,1
2021,Zikim Far Semi-Shifting 2,scan,A.s,2
2021,Zikim Far Semi-Shifting 2,trail,C.s,1
2021,Zikim Far Semi-Shifting 2,trail,P.s,1
2021,Zikim Far Semi-Shifting 2,trail,S.s,1
2021,Zikim Far Semi-Shifting 3,scan,A.s,2
2021,Zikim Far Semi-Shifting 3,scan,L.d,1
2021,Zikim Far Semi-Shifting 3,scan,P.s,1
2021,Zikim Far Semi-Shifting 3,trail,C.o,1
2021,Zikim Far Semi-Shifting 3,trail,C.s,1
2021,Zikim Far Semi-Shifting 3,trail,S.s,1
2021,Zikim Far Semi-Shifting 3,trap,A.s,2
2021,Zikim Far Shifting 1,scan,A.s,1
2021,Zikim Far Shifting 1,trail,S.s,1
2021,Zikim Far Shifting 1,trap,A.s,1
2021,Zikim Far Shifting 1,trap,C.s,1
2021,Zikim Far Shifting 2,scan,A.s,3
2021,Zikim Far Shifting 2,trail,C.s,1
2021,Zikim Far Shifting 2,trail,S.s,1
2021,Zikim Far Shifting 3,scan,A.s,1
2021,Zikim Far Shifting 3,trail,C.o,1
2021,Zikim Far Shifting 3,trail,C.s,1
2021,Zikim Far Shifting 3,trail,S.s,1
2021,Zikim Far Shifting 3,trap,A.s,2
2021,Zikim Near Semi-Shifting 1,scan,P.s,1
2021,Zikim Near Semi-Shifting 1,trail,C.s,1
2021,Zikim Near Semi-Shifting 1,trail,S.s,1
2021,Zikim Near Semi-Shifting 2,trail,C.o,1
2021,Zikim Near Semi-Shifting 2,trail,C.s,1
2021,Zikim Near Semi-Shifting 2,trail,D.p,1
2021,Zikim Near Semi-Shifting 2,trap,A.b,1
2021,Zikim Near Semi-Shifting 3,scan,A.b,1
2021,Zikim Near Semi-Shifting 3,scan,A.s,5
2021,Zikim Near Semi-Shifting 3,scan,P.s,1
2021,Zikim Near Semi-Shifting 3,trail,C.o,1
2021,Zikim Near Semi-Shifting 3,trail,C.s,1
2021,Zikim Near Semi-Shifting 3,trail,L.d,1
2021,Zikim Near Semi-Shifting 3,trail,S.s,1
2023,Ashdod Far Semi-Shifting 1,scan,A.r,1
2023,Ashdod Far Semi-Shifting 1,scan,A.s,7
2023,Ashdod Far Semi-Shifting 1,scan,P.s,1
2023,Ashdod Far Semi-Shifting 1,trail,C.o,1
2023,Ashdod Far Semi-Shifting 1,trail,C.s,9
2023,Ashdod Far Semi-Shifting 1,trail,L.d,8
2023,Ashdod Far Semi-Shifting 1,trail,S.s,6
2023,Ashdod Far Semi-Shifting 1,trap,A.b,1
2023,Ashdod Far Semi-Shifting 1,trap,C.s,1
2023,Ashdod Far Semi-Shifting 2,scan,A.s,4
2023,Ashdod Far Semi-Shifting 2,scan,D.p,1
2023,Ashdod Far Semi-Shifting 2,scan,L.d,1
2023,Ashdod Far Semi-Shifting 2,scan,P.s,1
2023,Ashdod Far Semi-Shifting 2,trail,C.o,1
2023,Ashdod Far Semi-Shifting 2,trail,C.s,20
2023,Ashdod Far Semi-Shifting 2,trail,P.s,2
2023,Ashdod Far Semi-Shifting 2,trail,S.s,9
2023,Ashdod Far Semi-Shifting 3,scan,A.s,7
2023,Ashdod Far Semi-Shifting 3,scan,C.c,1
2023,Ashdod Far Semi-Shifting 3,scan,D.p,1
2023,Ashdod Far Semi-Shifting 3,scan,L.d,1
2023,Ashdod Far Semi-Shifting 3,scan,S.d,1
2023,Ashdod Far Semi-Shifting 3,trail,C.s,21
2023,Ashdod Far Semi-Shifting 3,trail,S.s,11
2023,Ashdod Far Shifting 1,scan,A.s,4
2023,Ashdod Far Shifting 1,scan,L.d,1
2023,Ashdod Far Shifting 1,trail,C.s,10
2023,Ashdod Far Shifting 1,trail,S.s,25
2023,Ashdod Far Shifting 1,trap,A.s,1
2023,Ashdod Far Shifting 2,scan,A.s,8
2023,Ashdod Far Shifting 2,scan,L.d,2
2023,Ashdod Far Shifting 2,trail,C.s,15
2023,Ashdod Far Shifting 2,trail,D.p,1
2023,Ashdod Far Shifting 2,trail,S.s,7
2023,Ashdod Far Shifting 3,scan,A.s,5
2023,Ashdod Far Shifting 3,scan,L.d,1
2023,Ashdod Far Shifting 3,trail,C.s,11
2023,Ashdod Far Shifting 3,trail,C.c,1
2023,Ashdod Far Shifting 3,trail,D.p,1
2023,Ashdod Far Shifting 3,trail,P.s,1
2023,Ashdod Far Shifting 3,trail,S.s,8
2023,Ashdod Far Shifting 3,trap,A.s,1
2023,Ashdod Near Semi-Shifting 1,scan,A.s,3
2023,Ashdod Near Semi-Shifting 1,scan,L.d,1
2023,Ashdod Near Semi-Shifting 1,trail,C.o,1
2023,Ashdod Near Semi-Shifting 1,trail,C.s,13
2023,Ashdod Near Semi-Shifting 1,trail,D.p,1
2023,Ashdod Near Semi-Shifting 1,trail,E.j,1
2023,Ashdod Near Semi-Shifting 1,trail,P.s,1
2023,Ashdod Near Semi-Shifting 1,trail,S.s,2
2023,Ashdod Near Semi-Shifting 2,scan,A.s,1
2023,Ashdod Near Semi-Shifting 2,trail,C.s,29
2023,Ashdod Near Semi-Shifting 2,trail,P.s,3
2023,Ashdod Near Semi-Shifting 2,trail,S.s,5
2023,Ashdod Near Semi-Shifting 2,trap,C.s,1
2023,Ashdod Near Semi-Shifting 3,scan,A.s,3
2023,Ashdod Near Semi-Shifting 3,scan,D.p,1
2023,Ashdod Near Semi-Shifting 3,scan,D.j,1
2023,Ashdod Near Semi-Shifting 3,scan,S.d,1
2023,Ashdod Near Semi-Shifting 3,trail,C.s,4
2023,Ashdod Near Semi-Shifting 3,trail,D.p,1
2023,Ashdod Near Semi-Shifting 3,trail,S.s,6
2023,Ashkelon Far Semi-Shifting 1,scan,A.s,6
2023,Ashkelon Far Semi-Shifting 1,scan,D.p,1
2023,Ashkelon Far Semi-Shifting 1,scan,L.d,1
2023,Ashkelon Far Semi-Shifting 1,trail,C.s,13
2023,Ashkelon Far Semi-Shifting 1,trail,L.d,1
2023,Ashkelon Far Semi-Shifting 1,trail,P.s,3
2023,Ashkelon Far Semi-Shifting 1,trail,S.d,2
2023,Ashkelon Far Semi-Shifting 1,trail,S.s,9
2023,Ashkelon Far Semi-Shifting 2,scan,A.s,2
2023,Ashkelon Far Semi-Shifting 2,scan,S.d,1
2023,Ashkelon Far Semi-Shifting 2,trail,C.s,12
2023,Ashkelon Far Semi-Shifting 2,trail,M.c,1
2023,Ashkelon Far Semi-Shifting 2,trail,S.s,6
2023,Ashkelon Far Semi-Shifting 3,scan,A.s,11
2023,Ashkelon Far Semi-Shifting 3,trail,C.o,3
2023,Ashkelon Far Semi-Shifting 3,trail,C.s,5
2023,Ashkelon Far Semi-Shifting 3,trail,P.s,2
2023,Ashkelon Far Semi-Shifting 3,trail,S.s,5
2023,Ashkelon Far Semi-Shifting 3,trap,C.s,2
2023,Ashkelon Far Shifting 1,scan,A.s,8
2023,Ashkelon Far Shifting 1,scan,L.d,1
2023,Ashkelon Far Shifting 1,scan,S.d,1
2023,Ashkelon Far Shifting 1,trail,C.s,5
2023,Ashkelon Far Shifting 1,trail,L.d,1
2023,Ashkelon Far Shifting 1,trail,S.s,16
2023,Ashkelon Far Shifting 1,trap,M.o,1
2023,Ashkelon Far Shifting 2,scan,A.s,8
2023,Ashkelon Far Shifting 2,scan,L.d,2
2023,Ashkelon Far Shifting 2,trail,C.s,8
2023,Ashkelon Far Shifting 2,trail,L.d,2
2023,Ashkelon Far Shifting 2,trail,S.s,5
2023,Ashkelon Far Shifting 2,trap,A.s,1
2023,Ashkelon Far Shifting 3,scan,A.s,5
2023,Ashkelon Far Shifting 3,scan,C.c,1
2023,Ashkelon Far Shifting 3,trail,A.s,24
2023,Ashkelon Far Shifting 3,trail,C.o,2
2023,Ashkelon Far Shifting 3,trail,E.j,2
2023,Ashkelon Far Shifting 3,trail,P.s,1
2023,Ashkelon Far Shifting 3,trail,S.s,12
2023,Ashkelon Far Shifting 3,trap,A.s,2
2023,Ashkelon Far Shifting 3,trap,C.s,2
2023,Ashkelon Near Semi-Shifting 1,scan,A.s,3
2023,Ashkelon Near Semi-Shifting 1,scan,S.d,1
2023,Ashkelon Near Semi-Shifting 1,trail,C.o,4
2023,Ashkelon Near Semi-Shifting 1,trail,C.s,28
2023,Ashkelon Near Semi-Shifting 1,trail,S.s,5
2023,Ashkelon Near Semi-Shifting 1,trap,C.o,1
2023,Ashkelon Near Semi-Shifting 2,scan,A.b,1
2023,Ashkelon Near Semi-Shifting 2,scan,A.s,1
2023,Ashkelon Near Semi-Shifting 2,trail,C.o,4
2023,Ashkelon Near Semi-Shifting 2,trail,C.s,27
2023,Ashkelon Near Semi-Shifting 2,trail,S.s,7
2023,Ashkelon Near Semi-Shifting 2,trap,C.o,1
2023,Ashkelon Near Semi-Shifting 3,scan,M.o,1
2023,Ashkelon Near Semi-Shifting 3,trail,C.s,3
2023,Ashkelon Near Semi-Shifting 3,trail,D.p,3
2023,Ashkelon Near Semi-Shifting 3,trail,S.d,1
2023,Ashkelon Near Semi-Shifting 3,trail,S.s,6
2023,Ashkelon Near Semi-Shifting 3,trap,A.b,1
2023,Ashkelon Near Semi-Shifting 3,trap,C.s,1
2023,Caesarea Far Semi-Shifting 1,scan,A.b,5
2023,Caesarea Far Semi-Shifting 1,scan,E.j,1
2023,Caesarea Far Semi-Shifting 1,scan,P.s,1
2023,Caesarea Far Semi-Shifting 1,trail,C.o,2
2023,Caesarea Far Semi-Shifting 1,trail,C.s,1
2023,Caesarea Far Semi-Shifting 1,trail,P.s,1
2023,Caesarea Far Semi-Shifting 1,trail,S.s,8
2023,Caesarea Far Semi-Shifting 1,trap,A.b,1
2023,Caesarea Far Semi-Shifting 2,scan,A.b,1
2023,Caesarea Far Semi-Shifting 2,scan,D.p,1
2023,Caesarea Far Semi-Shifting 2,scan,P.s,1
2023,Caesarea Far Semi-Shifting 2,trail,C.o,2
2023,Caesarea Far Semi-Shifting 2,trail,C.s,10
2023,Caesarea Far Semi-Shifting 2,trail,D.p,1
2023,Caesarea Far Semi-Shifting 2,trail,S.s,16
2023,Caesarea Far Semi-Shifting 2,trap,A.b,1
2023,Caesarea Far Semi-Shifting 3,scan,A.b,1
2023,Caesarea Far Semi-Shifting 3,scan,C.c,1
2023,Caesarea Far Semi-Shifting 3,scan,D.p,1
2023,Caesarea Far Semi-Shifting 3,trail,C.s,6
2023,Caesarea Far Semi-Shifting 3,trail,P.s,1
2023,Caesarea Far Semi-Shifting 3,trail,S.s,1
2023,Caesarea Far Shifting 1,scan,A.b,1
2023,Caesarea Far Shifting 1,scan,C.s,1
2023,Caesarea Far Shifting 1,trail,C.o,1
2023,Caesarea Far Shifting 1,trail,S.s,16
2023,Caesarea Far Shifting 1,trap,C.o,1
2023,Caesarea Far Shifting 2,scan,A.b,1
2023,Caesarea Far Shifting 2,scan,C.s,1
2023,Caesarea Far Shifting 2,scan,P.s,1
2023,Caesarea Far Shifting 2,trail,S.s,5
2023,Caesarea Far Shifting 3,scan,A.b,6
2023,Caesarea Far Shifting 3,scan,C.o,1
2023,Caesarea Far Shifting 3,scan,C.c,1
2023,Caesarea Far Shifting 3,scan,D.p,1
2023,Caesarea Far Shifting 3,trail,S.s,6
2023,Caesarea Near Semi-Shifting 1,scan,C.o,1
2023,Caesarea Near Semi-Shifting 1,trail,C.s,2
2023,Caesarea Near Semi-Shifting 1,trail,D.p,1
2023,Caesarea Near Semi-Shifting 1,trail,S.s,9
2023,Caesarea Near Semi-Shifting 2,trail,C.s,1
2023,Caesarea Near Semi-Shifting 2,trail,S.s,6
2023,Caesarea Near Semi-Shifting 2,trap,A.b,1
2023,Caesarea Near Semi-Shifting 3,scan,A.b,1
2023,Caesarea Near Semi-Shifting 3,scan,D.p,1
2023,Caesarea Near Semi-Shifting 3,trail,C.o,1
2023,Caesarea Near Semi-Shifting 3,trail,C.s,10
2023,Caesarea Near Semi-Shifting 3,trail,S.s,6
2023,Caesarea Near Semi-Shifting 3,trap,C.s,2
2023,Zikim Far Semi-Shifting 1,trail,C.o,5
2023,Zikim Far Semi-Shifting 1,trail,C.s,19
2023,Zikim Far Semi-Shifting 1,trail,S.s,2
2023,Zikim Far Semi-Shifting 2,scan,A.a,1
2023,Zikim Far Semi-Shifting 2,scan,A.s,4
2023,Zikim Far Semi-Shifting 2,trail,C.s,23
2023,Zikim Far Semi-Shifting 2,trail,L.d,1
2023,Zikim Far Semi-Shifting 2,trail,S.s,13
2023,Zikim Far Semi-Shifting 3,scan,A.s,4
2023,Zikim Far Semi-Shifting 3,scan,C.s,1
2023,Zikim Far Semi-Shifting 3,scan,L.d,1
2023,Zikim Far Semi-Shifting 3,trail,C.s,21
2023,Zikim Far Semi-Shifting 3,trail,C.c,1
2023,Zikim Far Semi-Shifting 3,trail,S.s,18
2023,Zikim Far Shifting 1,scan,A.s,2
2023,Zikim Far Shifting 1,trail,C.s,7
2023,Zikim Far Shifting 1,trail,S.s,10
2023,Zikim Far Shifting 1,trap,A.s,1
2023,Zikim Far Shifting 2,scan,A.a,1
2023,Zikim Far Shifting 2,scan,A.s,3
2023,Zikim Far Shifting 2,trail,C.s,6
2023,Zikim Far Shifting 2,trail,S.s,2
2023,Zikim Far Shifting 3,scan,A.a,1
2023,Zikim Far Shifting 3,scan,A.s,6
2023,Zikim Far Shifting 3,scan,C.s,9
2023,Zikim Far Shifting 3,scan,S.s,5
2023,Zikim Far Shifting 3,trail,M.c,1
2023,Zikim Far Shifting 3,trap,C.s,1
2023,Zikim Near Semi-Shifting 1,scan,C.s,1
2023,Zikim Near Semi-Shifting 1,trail,C.s,19
2023,Zikim Near Semi-Shifting 1,trail,S.s,4
2023,Zikim Near Semi-Shifting 1,trap,C.s,1
2023,Zikim Near Semi-Shifting 2,scan,A.b,1
2023,Zikim Near Semi-Shifting 2,scan,C.s,1
2023,Zikim Near Semi-Shifting 2,trail,C.s,31
2023,Zikim Near Semi-Shifting 2,trail,S.s,3
2023,Zikim Near Semi-Shifting 3,scan,A.s,3
2023,Zikim Near Semi-Shifting 3,scan,C.o,1
2023,Zikim Near Semi-Shifting 3,scan,L.d,1
2023,Zikim Near Semi-Shifting 3,scan,P.s,2
2023,Zikim Near Semi-Shifting 3,trail,C.s,9
2023,Zikim Near Semi-Shifting 3,trail,S.s,3
2025,Ashdod Far Semi-Shifting 1,scan,A.s,5
2025,Ashdod Far Semi-Shifting 1,scan,C.o,1
2025,Ashdod Far Semi-Shifting 1,trail,C.o,1
2025,Ashdod Far Semi-Shifting 1,trail,C.s,15
2025,Ashdod Far Semi-Shifting 1,trail,P.s,3
2025,Ashdod Far Semi-Shifting 1,trail,S.s,19
2025,Ashdod Far Semi-Shifting 2,scan,A.s,6
2025,Ashdod Far Semi-Shifting 2,scan,P.s,2
2025,Ashdod Far Semi-Shifting 2,trail,C.s,11
2025,Ashdod Far Semi-Shifting 2,trail,S.s,10
2025,Ashdod Far Semi-Shifting 3,scan,A.s,3
2025,Ashdod Far Semi-Shifting 3,scan,L.d,1
2025,Ashdod Far Semi-Shifting 3,scan,P.s,1
2025,Ashdod Far Semi-Shifting 3,trail,C.s,17
2025,Ashdod Far Semi-Shifting 3,trail,L.d,3
2025,Ashdod Far Semi-Shifting 3,trail,S.s,11
2025,Ashdod Far Shifting 1,scan,A.s,4
2025,Ashdod Far Shifting 1,scan,L.d,1
2025,Ashdod Far Shifting 1,scan,P.s,1
2025,Ashdod Far Shifting 1,trail,C.s,16
2025,Ashdod Far Shifting 1,trail,S.s,11
2025,Ashdod Far Shifting 2,scan,A.s,1
2025,Ashdod Far Shifting 2,scan,L.d,2
2025,Ashdod Far Shifting 2,scan,P.s,1
